0 0.173423 0.390065 1.88141 0.270814 
0.05 0.173418 0.391219 1.88365 0.271073 
0.1 0.173402 0.392362 1.88593 0.271321 
0.15 0.173374 0.393494 1.88824 0.271556 
0.2 0.173335 0.394615 1.89059 0.271779 
0.25 0.173285 0.395724 1.89297 0.271991 
0.3 0.173224 0.396821 1.89539 0.27219 
0.35 0.173151 0.397906 1.89784 0.272378 
0.4 0.173067 0.398979 1.90032 0.272553 
0.45 0.172973 0.400039 1.90284 0.272716 
0.5 0.172867 0.401087 1.90538 0.272868 
0.55 0.172751 0.402121 1.90796 0.273007 
0.6 0.172623 0.403141 1.91056 0.273134 
0.65 0.172485 0.404148 1.9132 0.27325 
0.7 0.172336 0.405141 1.91587 0.273353 
0.75 0.172177 0.40612 1.91857 0.273444 
0.8 0.172006 0.407085 1.92129 0.273523 
0.85 0.171826 0.408035 1.92404 0.27359 
0.9 0.171635 0.40897 1.92682 0.273644 
0.95 0.171434 0.40989 1.92963 0.273687 
1 0.171222 0.410795 1.93246 0.273718 
1.05 0.171001 0.411684 1.93532 0.273737 
1.1 0.170769 0.412558 1.9382 0.273744 
1.15 0.170528 0.413416 1.94111 0.27374 
1.2 0.170276 0.414257 1.94404 0.273723 
1.25 0.170015 0.415083 1.947 0.273694 
1.3 0.169745 0.415892 1.94997 0.273654 
1.35 0.169465 0.416684 1.95297 0.273602 
1.4 0.169175 0.41746 1.95599 0.273539 
1.45 0.168877 0.418219 1.95904 0.273464 
1.5 0.168569 0.41896 1.9621 0.273377 
1.55 0.168252 0.419684 1.96518 0.273279 
1.6 0.167927 0.420391 1.96828 0.273169 
1.65 0.167593 0.42108 1.9714 0.273049 
1.7 0.16725 0.421752 1.97453 0.272916 
1.75 0.166899 0.422405 1.97769 0.272773 
1.8 0.166539 0.423041 1.98085 0.272619 
1.85 0.166171 0.423658 1.98404 0.272453 
1.9 0.165795 0.424257 1.98724 0.272277 
1.95 0.165412 0.424838 1.99045 0.27209 
2 0.16502 0.4254 1.99368 0.271892 
2.05 0.164621 0.425944 1.99692 0.271683 
2.1 0.164215 0.426469 2.00018 0.271464 
2.15 0.163801 0.426975 2.00344 0.271234 
2.2 0.16338 0.427462 2.00672 0.270994 
2.25 0.162951 0.42793 2.01 0.270743 
2.3 0.162516 0.42838 2.0133 0.270483 
2.35 0.162075 0.42881 2.01661 0.270212 
